DateTime,Date,TimeStamp,Junction,Vehicles,ID,Category,Event Name,Venue/Location,Rain,Temp Max,Temp Min
04/11/15 22:00,2015-11-04,22:00:00,1,26,20151104221,No Category,No Event,No Venue/Location,9.07570076,29.41076469,20.48929787
04/11/15 23:00,2015-11-04,23:00:00,1,24,20151104231,No Category,No Event,No Venue/Location,9.07570076,29.41076469,20.48929787
05/11/15 0:00,2015-11-05,00:00:00,1,19,20151105001,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 1:00,2015-11-05,01:00:00,1,20,20151105011,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 2:00,2015-11-05,02:00:00,1,18,20151105021,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 3:00,2015-11-05,03:00:00,1,13,20151105031,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 4:00,2015-11-05,04:00:00,1,13,20151105041,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 5:00,2015-11-05,05:00:00,1,9,20151105051,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 6:00,2015-11-05,06:00:00,1,12,20151105061,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 7:00,2015-11-05,07:00:00,1,12,20151105071,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 8:00,2015-11-05,08:00:00,1,15,20151105081,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 9:00,2015-11-05,09:00:00,1,16,20151105091,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 10:00,2015-11-05,10:00:00,1,23,20151105101,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 11:00,2015-11-05,11:00:00,1,24,20151105111,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 12:00,2015-11-05,12:00:00,1,25,20151105121,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 13:00,2015-11-05,13:00:00,1,24,20151105131,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 14:00,2015-11-05,14:00:00,1,26,20151105141,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 15:00,2015-11-05,15:00:00,1,22,20151105151,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 16:00,2015-11-05,16:00:00,1,20,20151105161,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 17:00,2015-11-05,17:00:00,1,20,20151105171,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 18:00,2015-11-05,18:00:00,1,22,20151105181,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 19:00,2015-11-05,19:00:00,1,26,20151105191,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 20:00,2015-11-05,20:00:00,1,22,20151105201,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 21:00,2015-11-05,21:00:00,1,21,20151105211,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 22:00,2015-11-05,22:00:00,1,21,20151105221,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
05/11/15 23:00,2015-11-05,23:00:00,1,21,20151105231,No Category,No Event,No Venue/Location,0.353259712,29.39539719,20.56747627
06/11/15 0:00,2015-11-06,00:00:00,1,16,20151106001,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 1:00,2015-11-06,01:00:00,1,18,20151106011,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 2:00,2015-11-06,02:00:00,1,19,20151106021,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 3:00,2015-11-06,03:00:00,1,14,20151106031,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 4:00,2015-11-06,04:00:00,1,12,20151106041,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 5:00,2015-11-06,05:00:00,1,13,20151106051,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 6:00,2015-11-06,06:00:00,1,14,20151106061,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 7:00,2015-11-06,07:00:00,1,14,20151106071,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 8:00,2015-11-06,08:00:00,1,13,20151106081,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 9:00,2015-11-06,09:00:00,1,20,20151106091,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 10:00,2015-11-06,10:00:00,1,22,20151106101,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 11:00,2015-11-06,11:00:00,1,26,20151106111,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 12:00,2015-11-06,12:00:00,1,26,20151106121,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 13:00,2015-11-06,13:00:00,1,21,20151106131,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 14:00,2015-11-06,14:00:00,1,23,20151106141,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 15:00,2015-11-06,15:00:00,1,23,20151106151,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 16:00,2015-11-06,16:00:00,1,19,20151106161,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 17:00,2015-11-06,17:00:00,1,19,20151106171,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 18:00,2015-11-06,18:00:00,1,20,20151106181,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 19:00,2015-11-06,19:00:00,1,24,20151106191,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 20:00,2015-11-06,20:00:00,1,18,20151106201,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 21:00,2015-11-06,21:00:00,1,19,20151106211,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 22:00,2015-11-06,22:00:00,1,16,20151106221,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
06/11/15 23:00,2015-11-06,23:00:00,1,17,20151106231,No Category,No Event,No Venue/Location,0,29.86287308,19.44288826
07/11/15 0:00,2015-11-07,00:00:00,1,16,20151107001,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 1:00,2015-11-07,01:00:00,1,16,20151107011,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 2:00,2015-11-07,02:00:00,1,10,20151107021,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 3:00,2015-11-07,03:00:00,1,9,20151107031,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 4:00,2015-11-07,04:00:00,1,8,20151107041,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 5:00,2015-11-07,05:00:00,1,7,20151107051,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 6:00,2015-11-07,06:00:00,1,9,20151107061,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 7:00,2015-11-07,07:00:00,1,8,20151107071,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 8:00,2015-11-07,08:00:00,1,12,20151107081,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 9:00,2015-11-07,09:00:00,1,13,20151107091,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 10:00,2015-11-07,10:00:00,1,17,20151107101,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 11:00,2015-11-07,11:00:00,1,14,20151107111,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 12:00,2015-11-07,12:00:00,1,14,20151107121,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 13:00,2015-11-07,13:00:00,1,14,20151107131,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 14:00,2015-11-07,14:00:00,1,14,20151107141,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 15:00,2015-11-07,15:00:00,1,11,20151107151,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 16:00,2015-11-07,16:00:00,1,15,20151107161,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 17:00,2015-11-07,17:00:00,1,13,20151107171,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 18:00,2015-11-07,18:00:00,1,12,20151107181,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 19:00,2015-11-07,19:00:00,1,17,20151107191,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 20:00,2015-11-07,20:00:00,1,18,20151107201,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 21:00,2015-11-07,21:00:00,1,17,20151107211,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 22:00,2015-11-07,22:00:00,1,16,20151107221,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
07/11/15 23:00,2015-11-07,23:00:00,1,15,20151107231,Cultural & Social,Namma Bengaluru Awards,Town Hall,0,29.4574337,20.12449455
08/11/15 0:00,2015-11-08,00:00:00,1,13,20151108001,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 1:00,2015-11-08,01:00:00,1,16,20151108011,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 2:00,2015-11-08,02:00:00,1,11,20151108021,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 3:00,2015-11-08,03:00:00,1,8,20151108031,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 4:00,2015-11-08,04:00:00,1,10,20151108041,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 5:00,2015-11-08,05:00:00,1,10,20151108051,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 6:00,2015-11-08,06:00:00,1,10,20151108061,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 7:00,2015-11-08,07:00:00,1,9,20151108071,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 8:00,2015-11-08,08:00:00,1,11,20151108081,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 9:00,2015-11-08,09:00:00,1,12,20151108091,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 10:00,2015-11-08,10:00:00,1,18,20151108101,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 11:00,2015-11-08,11:00:00,1,14,20151108111,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 12:00,2015-11-08,12:00:00,1,17,20151108121,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 13:00,2015-11-08,13:00:00,1,14,20151108131,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 14:00,2015-11-08,14:00:00,1,14,20151108141,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 15:00,2015-11-08,15:00:00,1,14,20151108151,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 16:00,2015-11-08,16:00:00,1,12,20151108161,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 17:00,2015-11-08,17:00:00,1,14,20151108171,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 18:00,2015-11-08,18:00:00,1,18,20151108181,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 19:00,2015-11-08,19:00:00,1,13,20151108191,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 20:00,2015-11-08,20:00:00,1,16,20151108201,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 21:00,2015-11-08,21:00:00,1,18,20151108211,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 22:00,2015-11-08,22:00:00,1,14,20151108221,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
08/11/15 23:00,2015-11-08,23:00:00,1,14,20151108231,No Category,No Event,No Venue/Location,0,28.58267403,19.66255951
09/11/15 0:00,2015-11-09,00:00:00,1,13,20151109001,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 1:00,2015-11-09,01:00:00,1,15,20151109011,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 2:00,2015-11-09,02:00:00,1,11,20151109021,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 3:00,2015-11-09,03:00:00,1,10,20151109031,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 4:00,2015-11-09,04:00:00,1,9,20151109041,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 5:00,2015-11-09,05:00:00,1,8,20151109051,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 6:00,2015-11-09,06:00:00,1,8,20151109061,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 7:00,2015-11-09,07:00:00,1,10,20151109071,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 8:00,2015-11-09,08:00:00,1,11,20151109081,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 9:00,2015-11-09,09:00:00,1,17,20151109091,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 10:00,2015-11-09,10:00:00,1,19,20151109101,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 11:00,2015-11-09,11:00:00,1,22,20151109111,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 12:00,2015-11-09,12:00:00,1,23,20151109121,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 13:00,2015-11-09,13:00:00,1,23,20151109131,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 14:00,2015-11-09,14:00:00,1,24,20151109141,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 15:00,2015-11-09,15:00:00,1,24,20151109151,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
09/11/15 16:00,2015-11-09,16:00:00,1,19,20151109161,Tech & Business,IoT Next,Hotel Crowne Plaza,0.575579584,24.18562317,20.25350952
