Junction,time_obj,Vehicles,Rain,Temp Max,Temp Min,Event Name,TimeStamp,hour,day_of_week,month,is_weekend,is_special_event,vehicles_lag_1,vehicles_lag_2,vehicles_lag_3,Vehicles_scaled,Rain_scaled,Temp Max_scaled,Temp Min_scaled
1,2015-11-02 13:00:00,26,42.67019653,28.60640144,20.24723053,No Event,13:00:00,13,0,11,0,0,35.0,31.0,32.0,0.15380047188626614,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 14:00:00,34,42.67019653,28.60640144,20.24723053,No Event,14:00:00,14,0,11,0,0,26.0,35.0,31.0,0.5392874813828851,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 15:00:00,30,42.67019653,28.60640144,20.24723053,No Event,15:00:00,15,0,11,0,0,34.0,26.0,35.0,0.3465439766345756,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 16:00:00,27,42.67019653,28.60640144,20.24723053,No Event,16:00:00,16,0,11,0,0,30.0,34.0,26.0,0.2019863480733435,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 17:00:00,27,42.67019653,28.60640144,20.24723053,No Event,17:00:00,17,0,11,0,0,27.0,30.0,34.0,0.2019863480733435,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 18:00:00,24,42.67019653,28.60640144,20.24723053,No Event,18:00:00,18,0,11,0,0,27.0,27.0,30.0,0.05742871951211141,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 19:00:00,26,42.67019653,28.60640144,20.24723053,No Event,19:00:00,19,0,11,0,0,24.0,27.0,27.0,0.15380047188626614,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 20:00:00,29,42.67019653,28.60640144,20.24723053,No Event,20:00:00,20,0,11,0,0,26.0,24.0,27.0,0.2983581004474982,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 21:00:00,32,42.67019653,28.60640144,20.24723053,No Event,21:00:00,21,0,11,0,0,29.0,26.0,24.0,0.4429157290087303,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 22:00:00,30,42.67019653,28.60640144,20.24723053,No Event,22:00:00,22,0,11,0,0,32.0,29.0,26.0,0.3465439766345756,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-02 23:00:00,27,42.67019653,28.60640144,20.24723053,No Event,23:00:00,23,0,11,0,0,30.0,32.0,29.0,0.2019863480733435,6.085732814775406,-0.875748740477827,0.1426635491735233
1,2015-11-03 00:00:00,21,12.5722723,28.56494141,20.52832794,No Event,00:00:00,0,1,11,0,0,27.0,30.0,32.0,-0.08712890904912067,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 01:00:00,18,12.5722723,28.56494141,20.52832794,No Event,01:00:00,1,1,11,0,0,21.0,27.0,30.0,-0.23168653761035277,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 02:00:00,19,12.5722723,28.56494141,20.52832794,No Event,02:00:00,2,1,11,0,0,18.0,21.0,27.0,-0.1835006614232754,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 03:00:00,13,12.5722723,28.56494141,20.52832794,No Event,03:00:00,3,1,11,0,0,19.0,18.0,21.0,-0.4726159185457396,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 04:00:00,11,12.5722723,28.56494141,20.52832794,No Event,04:00:00,4,1,11,0,0,13.0,19.0,18.0,-0.5689876709198943,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 05:00:00,11,12.5722723,28.56494141,20.52832794,No Event,05:00:00,5,1,11,0,0,11.0,13.0,19.0,-0.5689876709198943,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 06:00:00,11,12.5722723,28.56494141,20.52832794,No Event,06:00:00,6,1,11,0,0,11.0,11.0,13.0,-0.5689876709198943,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 07:00:00,14,12.5722723,28.56494141,20.52832794,No Event,07:00:00,7,1,11,0,0,11.0,11.0,11.0,-0.4244300423586622,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 08:00:00,15,12.5722723,28.56494141,20.52832794,No Event,08:00:00,8,1,11,0,0,14.0,11.0,11.0,-0.37624416617158485,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 09:00:00,29,12.5722723,28.56494141,20.52832794,No Event,09:00:00,9,1,11,0,0,15.0,14.0,11.0,0.2983581004474982,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 10:00:00,33,12.5722723,28.56494141,20.52832794,No Event,10:00:00,10,1,11,0,0,29.0,15.0,14.0,0.49110160519580764,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 11:00:00,32,12.5722723,28.56494141,20.52832794,No Event,11:00:00,11,1,11,0,0,33.0,29.0,15.0,0.4429157290087303,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 12:00:00,32,12.5722723,28.56494141,20.52832794,No Event,12:00:00,12,1,11,0,0,32.0,33.0,29.0,0.4429157290087303,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 13:00:00,29,12.5722723,28.56494141,20.52832794,No Event,13:00:00,13,1,11,0,0,32.0,32.0,33.0,0.2983581004474982,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 14:00:00,27,12.5722723,28.56494141,20.52832794,No Event,14:00:00,14,1,11,0,0,29.0,32.0,32.0,0.2019863480733435,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 15:00:00,26,12.5722723,28.56494141,20.52832794,No Event,15:00:00,15,1,11,0,0,27.0,29.0,32.0,0.15380047188626614,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 16:00:00,28,12.5722723,28.56494141,20.52832794,No Event,16:00:00,16,1,11,0,0,26.0,27.0,29.0,0.25017222426042085,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 17:00:00,26,12.5722723,28.56494141,20.52832794,No Event,17:00:00,17,1,11,0,0,28.0,26.0,27.0,0.15380047188626614,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 18:00:00,25,12.5722723,28.56494141,20.52832794,No Event,18:00:00,18,1,11,0,0,26.0,28.0,26.0,0.10561459569918877,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 19:00:00,29,12.5722723,28.56494141,20.52832794,No Event,19:00:00,19,1,11,0,0,25.0,26.0,28.0,0.2983581004474982,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 20:00:00,26,12.5722723,28.56494141,20.52832794,No Event,20:00:00,20,1,11,0,0,29.0,25.0,26.0,0.15380047188626614,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 21:00:00,24,12.5722723,28.56494141,20.52832794,No Event,21:00:00,21,1,11,0,0,26.0,29.0,25.0,0.05742871951211141,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 22:00:00,25,12.5722723,28.56494141,20.52832794,No Event,22:00:00,22,1,11,0,0,24.0,26.0,29.0,0.10561459569918877,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-03 23:00:00,20,12.5722723,28.56494141,20.52832794,No Event,23:00:00,23,1,11,0,0,25.0,24.0,26.0,-0.13531478523619803,1.566472282889715,-0.8883474357474188,0.2473705011309076
1,2015-11-04 00:00:00,18,9.07570076,29.41076469,20.48929787,No Event,00:00:00,0,2,11,0,0,20.0,25.0,24.0,-0.23168653761035277,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 01:00:00,18,9.07570076,29.41076469,20.48929787,No Event,01:00:00,1,2,11,0,0,18.0,20.0,25.0,-0.23168653761035277,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 02:00:00,13,9.07570076,29.41076469,20.48929787,No Event,02:00:00,2,2,11,0,0,18.0,18.0,20.0,-0.4726159185457396,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 03:00:00,13,9.07570076,29.41076469,20.48929787,No Event,03:00:00,3,2,11,0,0,13.0,18.0,18.0,-0.4726159185457396,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 04:00:00,10,9.07570076,29.41076469,20.48929787,No Event,04:00:00,4,2,11,0,0,13.0,13.0,18.0,-0.6171735471069717,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 05:00:00,12,9.07570076,29.41076469,20.48929787,No Event,05:00:00,5,2,11,0,0,10.0,13.0,13.0,-0.520801794732817,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 06:00:00,13,9.07570076,29.41076469,20.48929787,No Event,06:00:00,6,2,11,0,0,12.0,10.0,13.0,-0.4726159185457396,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 07:00:00,11,9.07570076,29.41076469,20.48929787,No Event,07:00:00,7,2,11,0,0,13.0,12.0,10.0,-0.5689876709198943,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 08:00:00,13,9.07570076,29.41076469,20.48929787,No Event,08:00:00,8,2,11,0,0,11.0,13.0,12.0,-0.4726159185457396,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 09:00:00,22,9.07570076,29.41076469,20.48929787,No Event,09:00:00,9,2,11,0,0,13.0,11.0,13.0,-0.038943032862043314,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 10:00:00,26,9.07570076,29.41076469,20.48929787,No Event,10:00:00,10,2,11,0,0,22.0,13.0,11.0,0.15380047188626614,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 11:00:00,27,9.07570076,29.41076469,20.48929787,No Event,11:00:00,11,2,11,0,0,26.0,22.0,13.0,0.2019863480733435,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 12:00:00,31,9.07570076,29.41076469,20.48929787,No Event,12:00:00,12,2,11,0,0,27.0,26.0,22.0,0.39472985282165296,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 13:00:00,24,9.07570076,29.41076469,20.48929787,No Event,13:00:00,13,2,11,0,0,31.0,27.0,26.0,0.05742871951211141,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 14:00:00,23,9.07570076,29.41076469,20.48929787,No Event,14:00:00,14,2,11,0,0,24.0,31.0,27.0,0.009242843325034049,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 15:00:00,26,9.07570076,29.41076469,20.48929787,No Event,15:00:00,15,2,11,0,0,23.0,24.0,31.0,0.15380047188626614,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 16:00:00,26,9.07570076,29.41076469,20.48929787,No Event,16:00:00,16,2,11,0,0,26.0,23.0,24.0,0.15380047188626614,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 17:00:00,24,9.07570076,29.41076469,20.48929787,No Event,17:00:00,17,2,11,0,0,26.0,26.0,23.0,0.05742871951211141,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 18:00:00,23,9.07570076,29.41076469,20.48929787,No Event,18:00:00,18,2,11,0,0,24.0,26.0,26.0,0.009242843325034049,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 19:00:00,25,9.07570076,29.41076469,20.48929787,No Event,19:00:00,19,2,11,0,0,23.0,24.0,26.0,0.10561459569918877,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 20:00:00,26,9.07570076,29.41076469,20.48929787,No Event,20:00:00,20,2,11,0,0,25.0,23.0,24.0,0.15380047188626614,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 21:00:00,24,9.07570076,29.41076469,20.48929787,No Event,21:00:00,21,2,11,0,0,26.0,25.0,23.0,0.05742871951211141,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 22:00:00,26,9.07570076,29.41076469,20.48929787,No Event,22:00:00,22,2,11,0,0,24.0,26.0,25.0,0.15380047188626614,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-04 23:00:00,24,9.07570076,29.41076469,20.48929787,No Event,23:00:00,23,2,11,0,0,26.0,24.0,26.0,0.05742871951211141,1.041455420036221,-0.6313223019825196,0.23283205460312484
1,2015-11-05 00:00:00,19,0.353259712,29.39539719,20.56747627,No Event,00:00:00,0,3,11,0,0,24.0,26.0,24.0,-0.1835006614232754,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 01:00:00,20,0.353259712,29.39539719,20.56747627,No Event,01:00:00,1,3,11,0,0,19.0,24.0,26.0,-0.13531478523619803,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 02:00:00,18,0.353259712,29.39539719,20.56747627,No Event,02:00:00,2,3,11,0,0,20.0,19.0,24.0,-0.23168653761035277,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 03:00:00,13,0.353259712,29.39539719,20.56747627,No Event,03:00:00,3,3,11,0,0,18.0,20.0,19.0,-0.4726159185457396,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 04:00:00,13,0.353259712,29.39539719,20.56747627,No Event,04:00:00,4,3,11,0,0,13.0,18.0,20.0,-0.4726159185457396,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 05:00:00,9,0.353259712,29.39539719,20.56747627,No Event,05:00:00,5,3,11,0,0,13.0,13.0,18.0,-0.665359423294049,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 06:00:00,12,0.353259712,29.39539719,20.56747627,No Event,06:00:00,6,3,11,0,0,9.0,13.0,13.0,-0.520801794732817,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 07:00:00,12,0.353259712,29.39539719,20.56747627,No Event,07:00:00,7,3,11,0,0,12.0,9.0,13.0,-0.520801794732817,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 08:00:00,15,0.353259712,29.39539719,20.56747627,No Event,08:00:00,8,3,11,0,0,12.0,12.0,9.0,-0.37624416617158485,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 09:00:00,16,0.353259712,29.39539719,20.56747627,No Event,09:00:00,9,3,11,0,0,15.0,12.0,12.0,-0.3280582899845075,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 10:00:00,23,0.353259712,29.39539719,20.56747627,No Event,10:00:00,10,3,11,0,0,16.0,15.0,12.0,0.009242843325034049,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 11:00:00,24,0.353259712,29.39539719,20.56747627,No Event,11:00:00,11,3,11,0,0,23.0,16.0,15.0,0.05742871951211141,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 12:00:00,25,0.353259712,29.39539719,20.56747627,No Event,12:00:00,12,3,11,0,0,24.0,23.0,16.0,0.10561459569918877,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 13:00:00,24,0.353259712,29.39539719,20.56747627,No Event,13:00:00,13,3,11,0,0,25.0,24.0,23.0,0.05742871951211141,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 14:00:00,26,0.353259712,29.39539719,20.56747627,No Event,14:00:00,14,3,11,0,0,24.0,25.0,24.0,0.15380047188626614,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 15:00:00,22,0.353259712,29.39539719,20.56747627,No Event,15:00:00,15,3,11,0,0,26.0,24.0,25.0,-0.038943032862043314,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 16:00:00,20,0.353259712,29.39539719,20.56747627,No Event,16:00:00,16,3,11,0,0,22.0,26.0,24.0,-0.13531478523619803,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 17:00:00,20,0.353259712,29.39539719,20.56747627,No Event,17:00:00,17,3,11,0,0,20.0,22.0,26.0,-0.13531478523619803,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 18:00:00,22,0.353259712,29.39539719,20.56747627,No Event,18:00:00,18,3,11,0,0,20.0,20.0,22.0,-0.038943032862043314,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 19:00:00,26,0.353259712,29.39539719,20.56747627,No Event,19:00:00,19,3,11,0,0,22.0,20.0,20.0,0.15380047188626614,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 20:00:00,22,0.353259712,29.39539719,20.56747627,No Event,20:00:00,20,3,11,0,0,26.0,22.0,20.0,-0.038943032862043314,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 21:00:00,21,0.353259712,29.39539719,20.56747627,No Event,21:00:00,21,3,11,0,0,22.0,26.0,22.0,-0.08712890904912067,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 22:00:00,21,0.353259712,29.39539719,20.56747627,No Event,22:00:00,22,3,11,0,0,21.0,22.0,26.0,-0.08712890904912067,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-05 23:00:00,21,0.353259712,29.39539719,20.56747627,No Event,23:00:00,23,3,11,0,0,21.0,21.0,22.0,-0.08712890904912067,-0.26823568253607344,-0.6359921116656156,0.26195299873741984
1,2015-11-06 00:00:00,16,0.0,29.86287308,19.44288826,No Event,00:00:00,0,4,11,0,0,21.0,21.0,21.0,-0.3280582899845075,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 01:00:00,18,0.0,29.86287308,19.44288826,No Event,01:00:00,1,4,11,0,0,16.0,21.0,21.0,-0.23168653761035277,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 02:00:00,19,0.0,29.86287308,19.44288826,No Event,02:00:00,2,4,11,0,0,18.0,16.0,21.0,-0.1835006614232754,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 03:00:00,14,0.0,29.86287308,19.44288826,No Event,03:00:00,3,4,11,0,0,19.0,18.0,16.0,-0.4244300423586622,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 04:00:00,12,0.0,29.86287308,19.44288826,No Event,04:00:00,4,4,11,0,0,14.0,19.0,18.0,-0.520801794732817,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 05:00:00,13,0.0,29.86287308,19.44288826,No Event,05:00:00,5,4,11,0,0,12.0,14.0,19.0,-0.4726159185457396,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 06:00:00,14,0.0,29.86287308,19.44288826,No Event,06:00:00,6,4,11,0,0,13.0,12.0,14.0,-0.4244300423586622,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 07:00:00,14,0.0,29.86287308,19.44288826,No Event,07:00:00,7,4,11,0,0,14.0,13.0,12.0,-0.4244300423586622,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 08:00:00,13,0.0,29.86287308,19.44288826,No Event,08:00:00,8,4,11,0,0,14.0,14.0,13.0,-0.4726159185457396,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 09:00:00,20,0.0,29.86287308,19.44288826,No Event,09:00:00,9,4,11,0,0,13.0,14.0,14.0,-0.13531478523619803,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 10:00:00,22,0.0,29.86287308,19.44288826,No Event,10:00:00,10,4,11,0,0,20.0,13.0,14.0,-0.038943032862043314,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 11:00:00,26,0.0,29.86287308,19.44288826,No Event,11:00:00,11,4,11,0,0,22.0,20.0,13.0,0.15380047188626614,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 12:00:00,26,0.0,29.86287308,19.44288826,No Event,12:00:00,12,4,11,0,0,26.0,22.0,20.0,0.15380047188626614,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 13:00:00,21,0.0,29.86287308,19.44288826,No Event,13:00:00,13,4,11,0,0,26.0,26.0,22.0,-0.08712890904912067,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 14:00:00,23,0.0,29.86287308,19.44288826,No Event,14:00:00,14,4,11,0,0,21.0,26.0,26.0,0.009242843325034049,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 15:00:00,23,0.0,29.86287308,19.44288826,No Event,15:00:00,15,4,11,0,0,23.0,21.0,26.0,0.009242843325034049,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 16:00:00,19,0.0,29.86287308,19.44288826,No Event,16:00:00,16,4,11,0,0,23.0,23.0,21.0,-0.1835006614232754,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 17:00:00,19,0.0,29.86287308,19.44288826,No Event,17:00:00,17,4,11,0,0,19.0,23.0,23.0,-0.1835006614232754,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 18:00:00,20,0.0,29.86287308,19.44288826,No Event,18:00:00,18,4,11,0,0,19.0,19.0,23.0,-0.13531478523619803,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 19:00:00,24,0.0,29.86287308,19.44288826,No Event,19:00:00,19,4,11,0,0,20.0,19.0,19.0,0.05742871951211141,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 20:00:00,18,0.0,29.86287308,19.44288826,No Event,20:00:00,20,4,11,0,0,24.0,20.0,19.0,-0.23168653761035277,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 21:00:00,19,0.0,29.86287308,19.44288826,No Event,21:00:00,21,4,11,0,0,18.0,24.0,20.0,-0.1835006614232754,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 22:00:00,16,0.0,29.86287308,19.44288826,No Event,22:00:00,22,4,11,0,0,19.0,18.0,24.0,-0.3280582899845075,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
1,2015-11-06 23:00:00,17,0.0,29.86287308,19.44288826,No Event,23:00:00,23,4,11,0,0,16.0,19.0,18.0,-0.2798724137974301,-0.32127829975269956,-0.4939375525157244,-0.15694870062338187
