_id,Date,Rain,Temp Max,Temp Min
55,24-02-1951,0,31.73999977,14.93999958
56,25-02-1951,0,32.68999863,16.03000069
57,26-02-1951,0,32.97000122,15.92000008
58,27-02-1951,0,32.88000107,15.73999977
59,28-02-1951,0,33.20000076,16.31999969
60,01-03-1951,0,33.36000061,17.14999962
61,02-03-1951,0,33.77999878,17.46999931
62,03-03-1951,0,32.93000031,16.96999931
63,04-03-1951,0,31.27000046,16.88999939
64,05-03-1951,0,31.57999992,17.69000053
65,06-03-1951,0,32.59999847,16.89999962
66,07-03-1951,0,32.70999908,17.05999947
67,08-03-1951,0,32.15999985,17.72999954
68,09-03-1951,0,32.93000031,17.34000015
69,10-03-1951,0,33.20999908,17.82999992
70,11-03-1951,0,33.29999924,17.12999916
71,12-03-1951,0,33.47000122,17.28000069
72,13-03-1951,0,33.54000092,17.57999992
73,14-03-1951,0,33.52000046,18.85000038
74,15-03-1951,0,33.93999863,18.51000023
75,16-03-1951,0,32.97000122,16.89999962
76,17-03-1951,0,33.04000092,18.76000023
77,18-03-1951,0,33.33000183,20.48999977
78,19-03-1951,0,34.38000107,20.79000092
79,20-03-1951,0,34.34999847,21.54999924
80,21-03-1951,0,34.02999878,21.69000053
81,22-03-1951,0,35.25,21.84000015
82,23-03-1951,0,35.04999924,23.12999916
83,24-03-1951,26.1895771,34.81999969,23.27000046
84,25-03-1951,3.459269047,33.52999878,20.12999916
85,26-03-1951,0,32.72999954,21.18000031
86,27-03-1951,0,32.77000046,21.43000031
87,28-03-1951,0,32.27000046,20.54000092
88,29-03-1951,0,31.80999947,20.92000008
89,30-03-1951,0,32.68999863,22.35000038
90,31-03-1951,9.057727814,31.89999962,20.51000023
91,01-04-1951,5.645433426,31.87999916,20.45000076
92,02-04-1951,1.333566904,31.29999924,21.20000076
93,03-04-1951,0,32.54999924,22.12999916
94,04-04-1951,0,31.05999947,22.09000015
95,05-04-1951,0,32.29999924,21.82999992
96,06-04-1951,0,33.54999924,22.34000015
97,07-04-1951,0,33.41999817,22.15999985
98,08-04-1951,0,33.90999985,22.17000008
99,09-04-1951,0,33.38999939,21.05999947
100,10-04-1951,0,34.36000061,22.05999947
101,11-04-1951,6.223312378,33.86999893,22.67000008
102,12-04-1951,8.233101845,29.75,20.80999947
103,13-04-1951,8.029273033,30.70000076,20.73999977
104,14-04-1951,0,30.10000038,21.55999947
105,15-04-1951,0,31.47999954,21.29999924
106,16-04-1951,0,31.38999939,21.05999947
107,17-04-1951,0,32.09999847,21.71999931
108,18-04-1951,0,33.04000092,22.17000008
109,19-04-1951,0,33.38999939,22.39999962
110,20-04-1951,0,33.29000092,21.05999947
111,21-04-1951,0,31.29000092,20.55999947
112,22-04-1951,0,32.36999893,20.87999916
113,23-04-1951,0,32.56999969,22.23999977
114,24-04-1951,0,33.04999924,22.43000031
115,25-04-1951,7.112356663,32.77000046,21.95000076
116,26-04-1951,0.254430562,33.47000122,22.87999916
117,27-04-1951,1.882786155,34.81999969,23.06999969
118,28-04-1951,2.133086681,33.50999832,21.18000031
119,29-04-1951,0.666783452,33.59000015,22.22999954
120,30-04-1951,8.74763298,33.68999863,21.37000084
121,01-05-1951,0.446893901,33.63000107,20.42000008
122,02-05-1951,2.467976332,33.00999832,21.67000008
123,03-05-1951,0,33.52999878,22.13999939
124,04-05-1951,0,33.56999969,22.42000008
125,05-05-1951,0,33.90000153,22.71999931
126,06-05-1951,0,34.29000092,21.85000038
127,07-05-1951,0,33.84999847,22.60000038
128,08-05-1951,0,34.25,23.21999931
129,09-05-1951,0,34.91999817,22.61000061
130,10-05-1951,0,34.90999985,23.20999908
131,11-05-1951,1.63386786,35,22.53000069
132,12-05-1951,4.32531929,34.59000015,22.89999962
133,13-05-1951,29.38614082,34.20999908,20.89999962
134,14-05-1951,0,33.43999863,24.70000076
135,15-05-1951,0,34.04999924,22.29999924
136,16-05-1951,10.53517818,34.16999817,22.72999954
137,17-05-1951,0,34.56999969,24.5
138,18-05-1951,14.77824593,34.75,19.69000053
139,19-05-1951,0,32.84999847,21.85000038
140,20-05-1951,3.397963762,33.70999908,22.11000061
141,21-05-1951,0,33.27000046,22.45000076
142,22-05-1951,6.269704342,33.54000092,20.35000038
143,23-05-1951,0.216368049,32.41999817,22.32999992
144,24-05-1951,3.806601286,32.00999832,20.96999931
145,25-05-1951,8.543801308,31.35000038,20.44000053
146,26-05-1951,1.297595859,30.87999916,22.01000023
147,27-05-1951,19.96914673,32.40000153,20.86000061
148,28-05-1951,0,31.86000061,21.52000046
149,29-05-1951,0,32.34000015,21.29999924
150,30-05-1951,0.254430562,30.04000092,21.78000069
151,31-05-1951,8.498950005,31.12999916,21.75
152,01-06-1951,3.188768387,29.77000046,20.18000031
153,02-06-1951,7.869368076,26.65999985,20.43000031
154,03-06-1951,0,28.37999916,21.01000023
155,04-06-1951,10.27752686,29.52000046,21.72999954
156,05-06-1951,0,29.04000092,20.87999916
157,06-06-1951,15.58751869,28.71999931,20.38999939
158,07-06-1951,0,28.62999916,20.63999939
159,08-06-1951,0,29.17000008,20.82999992
160,09-06-1951,0,29.88999939,21.11000061
161,10-06-1951,0,28.65999985,20.78000069
162,11-06-1951,0,29.28000069,20.47999954
163,12-06-1951,0.427458853,28.10000038,21.12000084
164,13-06-1951,1.466923594,28.20000076,20.62000084
165,14-06-1951,2.188102961,28.5,19.88999939
166,15-06-1951,0,28.61000061,20.5
167,16-06-1951,1.142062187,28.39999962,21.20000076
168,17-06-1951,0,30.13999939,20.65999985
169,18-06-1951,0,30.30999947,20.23999977
170,19-06-1951,0,29.62999916,20.45000076
171,20-06-1951,0.620685995,29.26000023,20.36000061
172,21-06-1951,1.762748241,28.20000076,20.5
173,22-06-1951,0,28.87999916,20.69000053
174,23-06-1951,0,28.36000061,20.73999977
175,24-06-1951,0,28.55999947,20.77000046
176,25-06-1951,0,27.92000008,19.87999916
177,26-06-1951,0,28.54999924,20.31999969
178,27-06-1951,0,28.68000031,20.37999916
179,28-06-1951,0,29.72999954,20.36000061
180,29-06-1951,0,30.32999992,20.44000053
181,30-06-1951,0,31.25,20.79999924
182,01-07-1951,0,32.11000061,21.52000046
183,02-07-1951,0,31.90999985,21.35000038
184,03-07-1951,0,32.11999893,21.18000031
185,04-07-1951,10.77223969,30.93000031,20.73999977
186,05-07-1951,1.737878323,31.09000015,19.78000069
187,06-07-1951,102.7705765,30.55999947,19.59000015
188,07-07-1951,26.6553154,28.20999908,20.04999924
189,08-07-1951,0.857160866,28.09000015,19.97999954
190,09-07-1951,0.330759704,27.09000015,19.34000015
191,10-07-1951,0,29.40999985,20.31999969
192,11-07-1951,0,31.15999985,21.27000046
193,12-07-1951,0,31.13999939,20.02000046
194,13-07-1951,0,29.98999977,20.17000008
195,14-07-1951,1.111305833,27.09000015,19.93000031
196,15-07-1951,0,29.31999969,20.35000038
197,16-07-1951,12.39432812,29.29000092,20.29999924
198,17-07-1951,0.337745279,28.88999939,20.79000092
199,18-07-1951,0,28.90999985,19.89999962
200,19-07-1951,0,26.25,19.75
201,20-07-1951,3.888748884,25.89999962,19.53000069
202,21-07-1951,1.485991955,26.94000053,20.14999962
203,22-07-1951,4.984782219,26.69000053,20.37000084
204,23-07-1951,5.922277451,27.51000023,20.39999962
205,24-07-1951,0.330759704,26,20.82999992
206,25-07-1951,3.64780879,25.04999924,19.44000053
207,26-07-1951,0.254430562,26.27000046,19.95999908
208,27-07-1951,0,26.79999924,20.04000092
209,28-07-1951,2.027255535,28.36000061,20.67000008
210,29-07-1951,0,29.18000031,20.97999954
211,30-07-1951,0,29.05999947,21.04000092
212,31-07-1951,0,27.93000031,20.84000015
213,01-08-1951,0,27.73999977,20.29000092
214,02-08-1951,0,28.19000053,20.38999939
215,03-08-1951,0,29.69000053,20.86000061
216,04-08-1951,0,29.27000046,20.65999985
217,05-08-1951,0,27.72999954,20.06999969
218,06-08-1951,0,28.35000038,20.54000092
219,07-08-1951,0,29.23999977,20.60000038
220,08-08-1951,0,28.12000084,20.53000069
221,09-08-1951,0,28.81999969,19.77000046
222,10-08-1951,1.639760852,28.88999939,20.23999977
223,11-08-1951,0,29.72999954,20.80999947
224,12-08-1951,7.180204868,29.11000061,20.96999931
225,13-08-1951,0,30.05999947,20.64999962
226,14-08-1951,0,29.86000061,20.57999992
227,15-08-1951,0,30.81999969,20.29000092
228,16-08-1951,0,30.85000038,20.62000084
229,17-08-1951,0,29.15999985,20.5
230,18-08-1951,0,28.67000008,19.98999977
231,19-08-1951,0,29.31999969,20.37000084
232,20-08-1951,0.712405503,29.79999924,20.5
233,21-08-1951,0,30.27000046,20.88999939
234,22-08-1951,1.628355503,30.01000023,20.69000053
235,23-08-1951,0,29.70000076,20.45000076
236,24-08-1951,9.601681709,29.57999992,20.30999947
237,25-08-1951,0,29.28000069,19.87999916
238,26-08-1951,0,30.28000069,19.79000092
239,27-08-1951,0,30.45000076,20.69000053
240,28-08-1951,0.966836095,30.05999947,20.95000076
241,29-08-1951,0,29.56999969,20.21999931
242,30-08-1951,0,29.19000053,20.12000084
243,31-08-1951,0,29.69000053,19.53000069
244,01-09-1951,0,29.25,19.95000076
245,02-09-1951,0,29.38999939,19.22999954
246,03-09-1951,0,31.07999992,19.54999924
247,04-09-1951,0,30.17000008,19.29999924
248,05-09-1951,4.34480238,28.62000084,19.69000053
249,06-09-1951,5.102972984,27.62999916,19.48999977
250,07-09-1951,0,26.75,19.79000092
251,08-09-1951,0,29.35000038,19.55999947
252,09-09-1951,0,30.05999947,19.48999977
253,10-09-1951,0.127215281,30,20.81999969
254,11-09-1951,0,29.19000053,20.61000061
255,12-09-1951,2.060887575,29.40999985,19.70999908
256,13-09-1951,0,29.59000015,19.57999992
257,14-09-1951,0,29.76000023,20.87000084
258,15-09-1951,8.445631981,31.01000023,19.96999931
259,16-09-1951,16.83695221,30.42000008,20.81999969
260,17-09-1951,28.63747406,31.13999939,19.95999908
261,18-09-1951,6.419070244,30.18000031,20.65999985
262,19-09-1951,0,30.06999969,21.03000069
263,20-09-1951,0,30.68000031,21.31999969
264,21-09-1951,0,31.59000015,21.57999992
265,22-09-1951,0,31.63999939,21.5
266,23-09-1951,0,32.06000137,21.84000015
267,24-09-1951,0,31.25,21.44000053
268,25-09-1951,0.860194862,31.36000061,21.20000076
269,26-09-1951,0,30.10000038,20.96999931
270,27-09-1951,0,29.46999931,20.65999985
271,28-09-1951,2.923518896,27.62000084,20.54999924
272,29-09-1951,6.977078438,27.70000076,19.95000076
273,30-09-1951,14.42367935,27.05999947,20.57999992
274,01-10-1951,0,26.62000084,20.17000008
275,02-10-1951,0,27.70000076,20.01000023
276,03-10-1951,0,28.19000053,20.95000076
277,04-10-1951,0,29.15999985,20.59000015
278,05-10-1951,0,29.14999962,20.10000038
279,06-10-1951,0.571031094,27.87000084,22.47999954
280,07-10-1951,4.528863907,29.42000008,20.90999985
281,08-10-1951,0,29.81999969,20.30999947
282,09-10-1951,23.16049004,29.79000092,20.81999969
283,10-10-1951,0,29.97999954,20.73999977
284,11-10-1951,0,30.17000008,20.19000053
285,12-10-1951,6.44557333,30.17000008,20.89999962
286,13-10-1951,1.244662404,29.97999954,20.43000031
287,14-10-1951,11.8687458,29.70999908,20.80999947
288,15-10-1951,7.325513363,30.35000038,21.12000084
289,16-10-1951,20.06005096,28.23999977,20
290,17-10-1951,0.248274401,29.34000015,20.44000053
291,18-10-1951,0,29.60000038,20.72999954
292,19-10-1951,0,30.88999939,21.05999947
293,20-10-1951,12.45256138,30.64999962,20.68000031
294,21-10-1951,0,27.37999916,19.82999992
295,22-10-1951,0,29.54999924,19.30999947
296,23-10-1951,0,28.93000031,19.62999916
297,24-10-1951,0,30.29000092,19.95000076
298,25-10-1951,0,30.30999947,19.73999977
299,26-10-1951,0,29.72999954,19.20999908
300,27-10-1951,0.744823158,30.18000031,20.35000038
301,28-10-1951,7.843435764,28.23999977,20.06999969
302,29-10-1951,0,29.62999916,20.10000038
303,30-10-1951,0.800140083,29.15999985,20.56999969
304,31-10-1951,2.089798689,29.15999985,21.09000015
305,01-11-1951,0,29.21999931,20.5
306,02-11-1951,0,28.01000023,20.11000061
307,03-11-1951,0,27.95999908,20.88999939
308,04-11-1951,0,27.90999985,20.17000008
309,05-11-1951,0,29.13999939,20.59000015
310,06-11-1951,0,29.18000031,20.42000008
311,07-11-1951,0.330759704,28.04000092,20.09000015
312,08-11-1951,1.780460835,28.05999947,20.92000008
313,09-11-1951,0,27.88999939,20.04000092
314,10-11-1951,0,28.26000023,20.45999908
315,11-11-1951,0,28.09000015,19.37999916
316,12-11-1951,0,27.71999931,18.06999969
317,13-11-1951,0,27.5,18.01000023
318,14-11-1951,0,27.87000084,17.94000053
319,15-11-1951,0,28.37999916,18.45999908
320,16-11-1951,0,28.45999908,17.14999962
321,17-11-1951,0,27.68000031,18.06999969
322,18-11-1951,2.540401697,27.20999908,19.39999962
323,19-11-1951,0.45797497,24.29999924,19.23999977
324,20-11-1951,0.585190237,24.51000023,19.86000061
325,21-11-1951,2.578229427,26.75,19.86000061
326,22-11-1951,1.142062187,28.25,19.59000015
327,23-11-1951,0,28.44000053,19.46999931
328,24-11-1951,0,28.01000023,18.63999939
329,25-11-1951,0,28.19000053,17.36000061
330,26-11-1951,0,29.40999985,18.44000053
331,27-11-1951,0,28.79999924,19.45000076
332,28-11-1951,0,28.42000008,19.48999977
333,29-11-1951,0,28.05999947,19.04000092
334,30-11-1951,0,26.80999947,18.57999992
335,01-12-1951,0,26.90999985,17.95000076
336,02-12-1951,0,25.87000084,16.68000031
337,03-12-1951,0,26.20000076,15.31999969
338,04-12-1951,0,26.12000084,14.63000011
339,05-12-1951,0,26.17000008,14.09000015
340,06-12-1951,0,26.61000061,14.47000027
341,07-12-1951,0,26.70000076,12.86999989
342,08-12-1951,0,27.14999962,14.85999966
343,09-12-1951,0,27.44000053,15.22000027
344,10-12-1951,0,27.75,14.25
345,11-12-1951,0,27.84000015,14.31999969
346,12-12-1951,0,28.14999962,15.02999973
347,13-12-1951,0,28.44000053,15.38000011
348,14-12-1951,0,28.61000061,17.60000038
349,15-12-1951,0,27.67000008,18.30999947
350,16-12-1951,0,27.34000015,18.14999962
351,17-12-1951,0,27.29000092,17.5
352,18-12-1951,0,27.23999977,16.89999962
353,19-12-1951,0,27.51000023,14.85999966
354,20-12-1951,0,26.95000076,14.60000038
355,21-12-1951,0,27.17000008,14.81999969
356,22-12-1951,0,26.79000092,14.14999962
357,23-12-1951,0,26.17000008,13.71000004
358,24-12-1951,0,26.12999916,13.22000027
359,25-12-1951,0,26.02000046,14.14999962
360,26-12-1951,0,26.72999954,15.80000019
361,27-12-1951,0,27.02000046,15.81999969
362,28-12-1951,0,26.85000038,15.77999973
363,29-12-1951,0,26.96999931,15.75
364,30-12-1951,0,26.87000084,15.59000015
365,31-12-1951,0,27.11000061,15.53999996
366,01-01-1952,0,27.07999992,15.22999954
367,02-01-1952,0,27.19000053,15.11999989
368,03-01-1952,0,27.17000008,15.19999981
369,04-01-1952,0,27.36000061,15.18999958
370,05-01-1952,0,27.27000046,15.02000046
371,06-01-1952,0,27.19000053,15.10999966
372,07-01-1952,0,27.22999954,15.03999996
373,08-01-1952,0,27.12999916,16.95999908
374,09-01-1952,0,27.93000031,17.75
375,10-01-1952,0,28.45999908,16.25
376,11-01-1952,0,28.61000061,14.85000038
377,12-01-1952,0,28.34000015,15.34000015
378,13-01-1952,0,29.11000061,15.38000011
379,14-01-1952,0,29.44000053,15.38000011
380,15-01-1952,0,29.04999924,13.76000023
381,16-01-1952,0,29.25,14.90999985
382,17-01-1952,0,29.35000038,15.27000046
383,18-01-1952,0,28.25,14.55000019
384,19-01-1952,0,28.59000015,15.09000015
385,20-01-1952,0,27.69000053,14.27000046
386,21-01-1952,0,28.18000031,14.43000031
387,22-01-1952,0,28.67000008,14.39999962
388,23-01-1952,0,28.38999939,15.55000019
389,24-01-1952,0,28.54999924,16.88999939
390,25-01-1952,0,27.87000084,17.25
391,26-01-1952,0,27.59000015,14.89999962
392,27-01-1952,0,27.22999954,14.32999992
393,28-01-1952,0,27.46999931,15.21000004
394,29-01-1952,0,26.53000069,17.5
395,30-01-1952,0,26.95000076,18.12999916
396,31-01-1952,0,27.93000031,17.67000008
397,01-02-1952,0,27.73999977,17.06999969
398,02-02-1952,0,28.62000084,16.90999985
399,03-02-1952,0,27.34000015,17.31999969
400,04-02-1952,0,28.18000031,16.45000076
401,05-02-1952,0,30.39999962,17.64999962
402,06-02-1952,0,30.76000023,19
403,07-02-1952,0,30.79000092,19.48999977
404,08-02-1952,0,31.04999924,19.87999916
405,09-02-1952,0,30.13999939,18.87000084
406,10-02-1952,0,30.27000046,18.37000084
407,11-02-1952,0,31.29999924,17.72999954
408,12-02-1952,0,30.12999916,17.39999962
409,13-02-1952,0,30.69000053,17.34000015
410,14-02-1952,0,31.12999916,18.37000084
411,15-02-1952,0,31.34000015,16.81999969
412,16-02-1952,0,30.23999977,16.02000046
413,17-02-1952,0,29.82999992,15.65999985
414,18-02-1952,0,29.84000015,15.90999985
415,19-02-1952,0,31.26000023,16.87000084
416,20-02-1952,0,31.71999931,19.28000069
417,21-02-1952,0,30.80999947,20.79999924
418,22-02-1952,0,29.05999947,21.20999908
419,23-02-1952,0,28.87000084,21.07999992
420,24-02-1952,0,30.29000092,20.51000023
421,25-02-1952,0,30.30999947,19.90999985
422,26-02-1952,0,30.03000069,19.11000061
423,27-02-1952,0,30.70000076,16.35000038
424,28-02-1952,0,31.03000069,16.07999992
425,29-02-1952,0,31.32999992,15.82999992
426,01-03-1952,0,30.70000076,16.68000031
427,02-03-1952,0,31.5,20.77000046
428,03-03-1952,0,31.15999985,18.59000015
429,04-03-1952,0,32.31000137,18.17000008
430,05-03-1952,0,32.61000061,17.44000053
431,06-03-1952,0,33.29999924,17.87000084
432,07-03-1952,0,32.86999893,18.5
433,08-03-1952,0,33.34999847,17.06999969
434,09-03-1952,0,32.99000168,18.57999992
435,10-03-1952,0,33.50999832,19.70999908
436,11-03-1952,0,33.59999847,19.87999916
437,12-03-1952,0,33.81000137,19.92000008
438,13-03-1952,0,33.08000183,20.12000084
439,14-03-1952,0,32.97999954,20.95999908
440,15-03-1952,0,33.20000076,21.03000069
441,16-03-1952,0,32.86999893,21.34000015
442,17-03-1952,0,32.31000137,20.31999969
443,18-03-1952,0,33.22000122,20.62000084
444,19-03-1952,0,33.41999817,21.70999908
445,20-03-1952,0,32.63000107,20.87000084
446,21-03-1952,0,32.24000168,19.19000053
447,22-03-1952,0,31.96999931,18.40999985
448,23-03-1952,0,32.24000168,19.69000053
449,24-03-1952,0,32.70999908,21.45000076
450,25-03-1952,0,33.41999817,21.93000031
451,26-03-1952,0,34.61000061,22.42000008
452,27-03-1952,0,34.31999969,21.19000053
453,28-03-1952,0,33.81999969,20.64999962
454,29-03-1952,0,34.43000031,19.89999962
455,30-03-1952,0,34.70000076,20.95000076
456,31-03-1952,0,34.20000076,22.11000061
457,01-04-1952,0,35.06000137,23.34000015
458,02-04-1952,0,34.15999985,22.27000046
459,03-04-1952,0,34.49000168,23.13999939
460,04-04-1952,0,34.38000107,22.59000015
461,05-04-1952,0,33.34000015,22.31999969
462,06-04-1952,0.766052008,33.65999985,22.31999969
463,07-04-1952,8.050953865,33.99000168,22.37999916
464,08-04-1952,0,34.43000031,23.35000038
465,09-04-1952,0,34.54000092,21.68000031
466,10-04-1952,0,34.31000137,22.11000061
467,11-04-1952,0,34.56999969,22.97999954
468,12-04-1952,0,34.36999893,23.88999939
469,13-04-1952,0,34.84999847,23.15999985
470,14-04-1952,0,34.75999832,22.31999969
471,15-04-1952,0,34.75999832,21.92000008
472,16-04-1952,0,34,21.94000053
473,17-04-1952,0,34.11000061,20.70000076
474,18-04-1952,0,33.84999847,21.87000084
475,19-04-1952,0,34.49000168,22.10000038
476,20-04-1952,0,33.86999893,22.70999908
477,21-04-1952,0,34.11000061,23.22999954
478,22-04-1952,0,34.97999954,23.10000038
479,23-04-1952,0,35.65000153,23.53000069
480,24-04-1952,0,35.29000092,22.59000015
481,25-04-1952,0,35.36000061,23.68000031
482,26-04-1952,1.940665126,34.74000168,22.14999962
483,27-04-1952,0,34.70999908,23.45000076
484,28-04-1952,0,35.06000137,23.79999924
485,29-04-1952,4.586202621,35.47999954,22.60000038
486,30-04-1952,8.061934471,36.11999893,23.87000084
487,01-05-1952,0,36.47000122,25.17000008
488,02-05-1952,0.595683277,36.08000183,23.60000038
489,03-05-1952,0,35.63000107,23.86000061
490,04-05-1952,1.557639122,35.72999954,22.98999977
491,05-05-1952,0,35.11000061,23.68000031
492,06-05-1952,0,35.84999847,23.48999977
493,07-05-1952,0,35.20000076,23.76000023
494,08-05-1952,0,35.54999924,23.02000046
495,09-05-1952,0,34.93999863,23.32999992
496,10-05-1952,0,36.13999939,24.05999947
497,11-05-1952,0,35.36000061,23.70999908
498,12-05-1952,0,36.61000061,24.52000046
499,13-05-1952,0,34.95000076,22.64999962
500,14-05-1952,0,34.08000183,22.10000038
501,15-05-1952,0,34.97000122,22
502,16-05-1952,0,35.18000031,23.20999908
503,17-05-1952,0,35.45999908,23.55999947
504,18-05-1952,0,35.81000137,23.62999916
505,19-05-1952,0,35.47000122,24.02000046
506,20-05-1952,0,33.20000076,23.76000023
507,21-05-1952,0,31.97999954,22.43000031
508,22-05-1952,0.443299174,26.69000053,21.07999992
509,23-05-1952,4.015632629,25.62999916,20.39999962
510,24-05-1952,0,26.43000031,20.37999916
511,25-05-1952,14.54256725,26.54000092,19.69000053
512,26-05-1952,0,26.03000069,20.05999947
513,27-05-1952,0,29.68000031,21.10000038
514,28-05-1952,0,31.05999947,22.07999992
515,29-05-1952,0,30.64999962,20.79000092
516,30-05-1952,0,30.11000061,21.82999992
517,31-05-1952,0,30.87000084,22.10000038
518,01-06-1952,9.450720787,32.29999924,22.37000084
519,02-06-1952,4.272577286,32.34000015,22.13999939
520,03-06-1952,15.83724022,31.02000046,21.40999985
521,04-06-1952,25.00004387,30.85000038,20.86000061
522,05-06-1952,4.240099907,30.38999939,20.84000015
523,06-06-1952,4.846699238,28.43000031,21.02000046
524,07-06-1952,0,29.60000038,21.37999916
525,08-06-1952,0,31.20000076,21.43000031
526,09-06-1952,0,31.44000053,21.29000092
527,10-06-1952,0,30.20999908,21.12000084
528,11-06-1952,0,31.30999947,20.95999908
529,12-06-1952,0,31.43000031,21.75
530,13-06-1952,2.639015198,31.36000061,21.78000069
531,14-06-1952,0,31.03000069,21.45000076
532,15-06-1952,0,29.19000053,21.38999939
533,16-06-1952,0.401739866,30.18000031,21.67000008
534,17-06-1952,0,31.14999962,20.95000076
535,18-06-1952,0,30.53000069,20.23999977
536,19-06-1952,0,29.98999977,20.79000092
537,20-06-1952,0.193943366,30.13999939,21.11000061
538,21-06-1952,0,29.51000023,20.68000031
539,22-06-1952,0,28.70000076,20.94000053
540,23-06-1952,0.526417732,29.12999916,20.86000061
541,24-06-1952,0,29.23999977,20.77000046
542,25-06-1952,0,29.35000038,20.98999977
543,26-06-1952,0,29.20000076,20.97999954
544,27-06-1952,1.634244442,29.51000023,20.94000053
545,28-06-1952,0,30.09000015,20.14999962
546,29-06-1952,0,28.64999962,19.94000053
547,30-06-1952,0,28.97999954,19.84000015
548,01-07-1952,0,29.47999954,20
549,02-07-1952,0,29.88999939,19.98999977
550,03-07-1952,0,29.73999977,20.73999977
551,04-07-1952,0,29.20999908,20.18000031
552,05-07-1952,0,30.62000084,21.27000046
553,06-07-1952,1.174612999,31.38999939,21.03000069
554,07-07-1952,0,32.02999878,21.48999977
555,08-07-1952,0,31.73999977,21.47999954
556,09-07-1952,0,32.34000015,20.95000076
557,10-07-1952,3.366972685,31.79999924,20.32999992
558,11-07-1952,6.271086693,31.13999939,20.26000023
559,12-07-1952,5.181265831,28.36000061,20.17000008
560,13-07-1952,0.283988506,26.96999931,20.75
561,14-07-1952,0.193943366,28.29999924,20.75
562,15-07-1952,0,28.98999977,20.87999916
563,16-07-1952,10.55816078,28.5,20.53000069
564,17-07-1952,13.69749451,26.98999977,19.78000069
565,18-07-1952,4.234584332,26.52000046,19.82999992
566,19-07-1952,0,27.76000023,20.23999977
567,20-07-1952,0,27.42000008,20.29999924
568,21-07-1952,0,27.46999931,20.01000023
569,22-07-1952,0,28.15999985,20.73999977
570,23-07-1952,1.052835464,27.75,20.45999908
571,24-07-1952,0,26.97999954,20.75
572,25-07-1952,0,26.60000038,20.27000046
573,26-07-1952,0,28.46999931,20.37999916
574,27-07-1952,0,28.63999939,20.56999969
575,28-07-1952,0,28.28000069,20.87000084
576,29-07-1952,0,29.39999962,20.76000023
577,30-07-1952,0.249355763,29.62000084,21.04999924
578,31-07-1952,0,28.36000061,20.95999908
579,01-08-1952,0,28.70000076,20.34000015
580,02-08-1952,1.454365849,28.98999977,20.36000061
581,03-08-1952,0.35325399,28.77000046,21.13999939
582,04-08-1952,2.908731699,27.53000069,20.22999954
583,05-08-1952,1.767810702,29.19000053,20.70999908
584,06-08-1952,2.700965166,29.81999969,20.62000084
585,07-08-1952,0,29.67000008,20.81999969
586,08-08-1952,2.197182178,28.12000084,20.53000069
587,09-08-1952,0.616462886,28.84000015,20.26000023
588,10-08-1952,2.103636265,28.45999908,20.35000038
